"region"	"kjønn"	"alder"	"år"	"Personer"
"K-3002 Moss"	"Kvinner"	"80-89 år"	"2018"	1082
"K-3002 Moss"	"Kvinner"	"80-89 år"	"2019"	1107
"K-3002 Moss"	"Kvinner"	"80-89 år"	"2020"	1133
"K-3002 Moss"	"Kvinner"	"80-89 år"	"2021"	1153
"K-3002 Moss"	"Kvinner"	"80-89 år"	"2022"	1172
"K-3002 Moss"	"Kvinner"	"80-89 år"	"2023"	1244
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"1986"	48
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"1987"	60
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"1988"	67
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"1989"	75
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"1990"	80
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"1991"	74
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"1992"	83
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"1993"	94
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"1994"	98
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"1995"	103
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"1996"	108
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"1997"	114
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"1998"	106
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"1999"	117
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2000"	124
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2001"	139
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2002"	149
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2003"	159
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2004"	165
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2005"	172
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2006"	192
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2007"	205
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2008"	215
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2009"	233
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2010"	238
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2011"	232
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2012"	220
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2013"	233
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2014"	232
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2015"	264
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2016"	274
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2017"	266
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2018"	276
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2019"	279
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2020"	266
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2021"	285
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2022"	302
"K-3002 Moss"	"Kvinner"	"90 år og eldre"	"2023"	285
"K-3005 Drammen"	"Menn"	"0-17 år"	"1986"	8834
"K-3005 Drammen"	"Menn"	"0-17 år"	"1987"	8797
"K-3005 Drammen"	"Menn"	"0-17 år"	"1988"	8742
"K-3005 Drammen"	"Menn"	"0-17 år"	"1989"	8667
"K-3005 Drammen"	"Menn"	"0-17 år"	"1990"	8652
"K-3005 Drammen"	"Menn"	"0-17 år"	"1991"	8560
"K-3005 Drammen"	"Menn"	"0-17 år"	"1992"	8599
"K-3005 Drammen"	"Menn"	"0-17 år"	"1993"	8564
"K-3005 Drammen"	"Menn"	"0-17 år"	"1994"	8569
"K-3005 Drammen"	"Menn"	"0-17 år"	"1995"	8681
"K-3005 Drammen"	"Menn"	"0-17 år"	"1996"	8761
"K-3005 Drammen"	"Menn"	"0-17 år"	"1997"	8806
"K-3005 Drammen"	"Menn"	"0-17 år"	"1998"	9047
"K-3005 Drammen"	"Menn"	"0-17 år"	"1999"	9198
"K-3005 Drammen"	"Menn"	"0-17 år"	"2000"	9340
"K-3005 Drammen"	"Menn"	"0-17 år"	"2001"	9454
"K-3005 Drammen"	"Menn"	"0-17 år"	"2002"	9653
"K-3005 Drammen"	"Menn"	"0-17 år"	"2003"	9726
"K-3005 Drammen"	"Menn"	"0-17 år"	"2004"	9802
"K-3005 Drammen"	"Menn"	"0-17 år"	"2005"	9868
"K-3005 Drammen"	"Menn"	"0-17 år"	"2006"	9887
"K-3005 Drammen"	"Menn"	"0-17 år"	"2007"	10034
"K-3005 Drammen"	"Menn"	"0-17 år"	"2008"	10142
"K-3005 Drammen"	"Menn"	"0-17 år"	"2009"	10294
"K-3005 Drammen"	"Menn"	"0-17 år"	"2010"	10417
"K-3005 Drammen"	"Menn"	"0-17 år"	"2011"	10479
"K-3005 Drammen"	"Menn"	"0-17 år"	"2012"	10632
"K-3005 Drammen"	"Menn"	"0-17 år"	"2013"	10679
"K-3005 Drammen"	"Menn"	"0-17 år"	"2014"	10733
"K-3005 Drammen"	"Menn"	"0-17 år"	"2015"	10823
"K-3005 Drammen"	"Menn"	"0-17 år"	"2016"	10856
"K-3005 Drammen"	"Menn"	"0-17 år"	"2017"	10878
"K-3005 Drammen"	"Menn"	"0-17 år"	"2018"	10915
"K-3005 Drammen"	"Menn"	"0-17 år"	"2019"	10883
"K-3005 Drammen"	"Menn"	"0-17 år"	"2020"	10808
"K-3005 Drammen"	"Menn"	"0-17 år"	"2021"	10795
"K-3005 Drammen"	"Menn"	"0-17 år"	"2022"	10688
"K-3005 Drammen"	"Menn"	"0-17 år"	"2023"	10674
"K-3005 Drammen"	"Menn"	"18-49 år"	"1986"	16849
"K-3005 Drammen"	"Menn"	"18-49 år"	"1987"	17312
"K-3005 Drammen"	"Menn"	"18-49 år"	"1988"	17822
"K-3005 Drammen"	"Menn"	"18-49 år"	"1989"	18094
"K-3005 Drammen"	"Menn"	"18-49 år"	"1990"	18192
"K-3005 Drammen"	"Menn"	"18-49 år"	"1991"	18283
"K-3005 Drammen"	"Menn"	"18-49 år"	"1992"	18422
"K-3005 Drammen"	"Menn"	"18-49 år"	"1993"	18517
"K-3005 Drammen"	"Menn"	"18-49 år"	"1994"	18504
"K-3005 Drammen"	"Menn"	"18-49 år"	"1995"	18378
"K-3005 Drammen"	"Menn"	"18-49 år"	"1996"	18232
"K-3005 Drammen"	"Menn"	"18-49 år"	"1997"	18155
"K-3005 Drammen"	"Menn"	"18-49 år"	"1998"	18213
"K-3005 Drammen"	"Menn"	"18-49 år"	"1999"	18391
"K-3005 Drammen"	"Menn"	"18-49 år"	"2000"	18544
"K-3005 Drammen"	"Menn"	"18-49 år"	"2001"	18618
"K-3005 Drammen"	"Menn"	"18-49 år"	"2002"	18732
"K-3005 Drammen"	"Menn"	"18-49 år"	"2003"	18824
"K-3005 Drammen"	"Menn"	"18-49 år"	"2004"	18847
"K-3005 Drammen"	"Menn"	"18-49 år"	"2005"	18828
"K-3005 Drammen"	"Menn"	"18-49 år"	"2006"	18918
"K-3005 Drammen"	"Menn"	"18-49 år"	"2007"	19246
"K-3005 Drammen"	"Menn"	"18-49 år"	"2008"	19918
"K-3005 Drammen"	"Menn"	"18-49 år"	"2009"	20305
"K-3005 Drammen"	"Menn"	"18-49 år"	"2010"	20665
"K-3005 Drammen"	"Menn"	"18-49 år"	"2011"	20962
"K-3005 Drammen"	"Menn"	"18-49 år"	"2012"	21340
"K-3005 Drammen"	"Menn"	"18-49 år"	"2013"	21667
"K-3005 Drammen"	"Menn"	"18-49 år"	"2014"	21861
"K-3005 Drammen"	"Menn"	"18-49 år"	"2015"	22056
"K-3005 Drammen"	"Menn"	"18-49 år"	"2016"	22205
"K-3005 Drammen"	"Menn"	"18-49 år"	"2017"	22358
"K-3005 Drammen"	"Menn"	"18-49 år"	"2018"	22278
"K-3005 Drammen"	"Menn"	"18-49 år"	"2019"	22102
"K-3005 Drammen"	"Menn"	"18-49 år"	"2020"	22207
"K-3005 Drammen"	"Menn"	"18-49 år"	"2021"	22109
"K-3005 Drammen"	"Menn"	"18-49 år"	"2022"	22191
"K-3005 Drammen"	"Menn"	"18-49 år"	"2023"	22390
"K-3005 Drammen"	"Menn"	"50-66 år"	"1986"	6257
"K-3005 Drammen"	"Menn"	"50-66 år"	"1987"	6188
"K-3005 Drammen"	"Menn"	"50-66 år"	"1988"	6090
"K-3005 Drammen"	"Menn"	"50-66 år"	"1989"	6047
"K-3005 Drammen"	"Menn"	"50-66 år"	"1990"	5976
"K-3005 Drammen"	"Menn"	"50-66 år"	"1991"	5932
"K-3005 Drammen"	"Menn"	"50-66 år"	"1992"	5871
"K-3005 Drammen"	"Menn"	"50-66 år"	"1993"	5948
"K-3005 Drammen"	"Menn"	"50-66 år"	"1994"	6007
"K-3005 Drammen"	"Menn"	"50-66 år"	"1995"	6252
"K-3005 Drammen"	"Menn"	"50-66 år"	"1996"	6457
"K-3005 Drammen"	"Menn"	"50-66 år"	"1997"	6792
"K-3005 Drammen"	"Menn"	"50-66 år"	"1998"	7086
"K-3005 Drammen"	"Menn"	"50-66 år"	"1999"	7322
"K-3005 Drammen"	"Menn"	"50-66 år"	"2000"	7539
"K-3005 Drammen"	"Menn"	"50-66 år"	"2001"	7725
"K-3005 Drammen"	"Menn"	"50-66 år"	"2002"	7875
"K-3005 Drammen"	"Menn"	"50-66 år"	"2003"	8088
"K-3005 Drammen"	"Menn"	"50-66 år"	"2004"	8257
"K-3005 Drammen"	"Menn"	"50-66 år"	"2005"	8364
"K-3005 Drammen"	"Menn"	"50-66 år"	"2006"	8529
"K-3005 Drammen"	"Menn"	"50-66 år"	"2007"	8727
"K-3005 Drammen"	"Menn"	"50-66 år"	"2008"	8911
"K-3005 Drammen"	"Menn"	"50-66 år"	"2009"	9163
"K-3005 Drammen"	"Menn"	"50-66 år"	"2010"	9281
"K-3005 Drammen"	"Menn"	"50-66 år"	"2011"	9413
"K-3005 Drammen"	"Menn"	"50-66 år"	"2012"	9473
"K-3005 Drammen"	"Menn"	"50-66 år"	"2013"	9546
"K-3005 Drammen"	"Menn"	"50-66 år"	"2014"	9536
"K-3005 Drammen"	"Menn"	"50-66 år"	"2015"	9579
"K-3005 Drammen"	"Menn"	"50-66 år"	"2016"	9765
"K-3005 Drammen"	"Menn"	"50-66 år"	"2017"	9864
"K-3005 Drammen"	"Menn"	"50-66 år"	"2018"	10058
"K-3005 Drammen"	"Menn"	"50-66 år"	"2019"	10324
"K-3005 Drammen"	"Menn"	"50-66 år"	"2020"	10575
"K-3005 Drammen"	"Menn"	"50-66 år"	"2021"	10788
"K-3005 Drammen"	"Menn"	"50-66 år"	"2022"	10891
"K-3005 Drammen"	"Menn"	"50-66 år"	"2023"	11091
"K-3005 Drammen"	"Menn"	"67-79 år"	"1986"	3316
"K-3005 Drammen"	"Menn"	"67-79 år"	"1987"	3345
"K-3005 Drammen"	"Menn"	"67-79 år"	"1988"	3428
"K-3005 Drammen"	"Menn"	"67-79 år"	"1989"	3423
"K-3005 Drammen"	"Menn"	"67-79 år"	"1990"	3469
"K-3005 Drammen"	"Menn"	"67-79 år"	"1991"	3483
"K-3005 Drammen"	"Menn"	"67-79 år"	"1992"	3453
"K-3005 Drammen"	"Menn"	"67-79 år"	"1993"	3424
"K-3005 Drammen"	"Menn"	"67-79 år"	"1994"	3465
"K-3005 Drammen"	"Menn"	"67-79 år"	"1995"	3460
"K-3005 Drammen"	"Menn"	"67-79 år"	"1996"	3448
"K-3005 Drammen"	"Menn"	"67-79 år"	"1997"	3455
"K-3005 Drammen"	"Menn"	"67-79 år"	"1998"	3393
"K-3005 Drammen"	"Menn"	"67-79 år"	"1999"	3426
"K-3005 Drammen"	"Menn"	"67-79 år"	"2000"	3325
"K-3005 Drammen"	"Menn"	"67-79 år"	"2001"	3287
"K-3005 Drammen"	"Menn"	"67-79 år"	"2002"	3271
"K-3005 Drammen"	"Menn"	"67-79 år"	"2003"	3203
"K-3005 Drammen"	"Menn"	"67-79 år"	"2004"	3176
"K-3005 Drammen"	"Menn"	"67-79 år"	"2005"	3227
"K-3005 Drammen"	"Menn"	"67-79 år"	"2006"	3278
"K-3005 Drammen"	"Menn"	"67-79 år"	"2007"	3301
"K-3005 Drammen"	"Menn"	"67-79 år"	"2008"	3347
"K-3005 Drammen"	"Menn"	"67-79 år"	"2009"	3344
"K-3005 Drammen"	"Menn"	"67-79 år"	"2010"	3471
"K-3005 Drammen"	"Menn"	"67-79 år"	"2011"	3644
"K-3005 Drammen"	"Menn"	"67-79 år"	"2012"	3871
"K-3005 Drammen"	"Menn"	"67-79 år"	"2013"	4138
"K-3005 Drammen"	"Menn"	"67-79 år"	"2014"	4413
"K-3005 Drammen"	"Menn"	"67-79 år"	"2015"	4647
"K-3005 Drammen"	"Menn"	"67-79 år"	"2016"	4857
"K-3005 Drammen"	"Menn"	"67-79 år"	"2017"	4992
"K-3005 Drammen"	"Menn"	"67-79 år"	"2018"	5114
"K-3005 Drammen"	"Menn"	"67-79 år"	"2019"	5185
"K-3005 Drammen"	"Menn"	"67-79 år"	"2020"	5289
"K-3005 Drammen"	"Menn"	"67-79 år"	"2021"	5412
"K-3005 Drammen"	"Menn"	"67-79 år"	"2022"	5487
"K-3005 Drammen"	"Menn"	"67-79 år"	"2023"	5574
"K-3005 Drammen"	"Menn"	"80-89 år"	"1986"	649
"K-3005 Drammen"	"Menn"	"80-89 år"	"1987"	670
"K-3005 Drammen"	"Menn"	"80-89 år"	"1988"	716
"K-3005 Drammen"	"Menn"	"80-89 år"	"1989"	758
"K-3005 Drammen"	"Menn"	"80-89 år"	"1990"	775
"K-3005 Drammen"	"Menn"	"80-89 år"	"1991"	800
"K-3005 Drammen"	"Menn"	"80-89 år"	"1992"	843
"K-3005 Drammen"	"Menn"	"80-89 år"	"1993"	842
"K-3005 Drammen"	"Menn"	"80-89 år"	"1994"	845
"K-3005 Drammen"	"Menn"	"80-89 år"	"1995"	874
"K-3005 Drammen"	"Menn"	"80-89 år"	"1996"	874
"K-3005 Drammen"	"Menn"	"80-89 år"	"1997"	880
"K-3005 Drammen"	"Menn"	"80-89 år"	"1998"	897
"K-3005 Drammen"	"Menn"	"80-89 år"	"1999"	894
"K-3005 Drammen"	"Menn"	"80-89 år"	"2000"	928
"K-3005 Drammen"	"Menn"	"80-89 år"	"2001"	954
"K-3005 Drammen"	"Menn"	"80-89 år"	"2002"	964
"K-3005 Drammen"	"Menn"	"80-89 år"	"2003"	1008
"K-3005 Drammen"	"Menn"	"80-89 år"	"2004"	1056
"K-3005 Drammen"	"Menn"	"80-89 år"	"2005"	1084
"K-3005 Drammen"	"Menn"	"80-89 år"	"2006"	1102
"K-3005 Drammen"	"Menn"	"80-89 år"	"2007"	1122
"K-3005 Drammen"	"Menn"	"80-89 år"	"2008"	1167
"K-3005 Drammen"	"Menn"	"80-89 år"	"2009"	1199
"K-3005 Drammen"	"Menn"	"80-89 år"	"2010"	1229
"K-3005 Drammen"	"Menn"	"80-89 år"	"2011"	1220
"K-3005 Drammen"	"Menn"	"80-89 år"	"2012"	1252
"K-3005 Drammen"	"Menn"	"80-89 år"	"2013"	1224
"K-3005 Drammen"	"Menn"	"80-89 år"	"2014"	1231
"K-3005 Drammen"	"Menn"	"80-89 år"	"2015"	1235
"K-3005 Drammen"	"Menn"	"80-89 år"	"2016"	1264
"K-3005 Drammen"	"Menn"	"80-89 år"	"2017"	1276
"K-3005 Drammen"	"Menn"	"80-89 år"	"2018"	1308
"K-3005 Drammen"	"Menn"	"80-89 år"	"2019"	1395
"K-3005 Drammen"	"Menn"	"80-89 år"	"2020"	1449
"K-3005 Drammen"	"Menn"	"80-89 år"	"2021"	1467
"K-3005 Drammen"	"Menn"	"80-89 år"	"2022"	1498
"K-3005 Drammen"	"Menn"	"80-89 år"	"2023"	1615
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"1986"	73
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"1987"	76
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"1988"	69
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"1989"	75
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"1990"	71
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"1991"	73
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"1992"	73
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"1993"	61
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"1994"	69
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"1995"	69
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"1996"	73
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"1997"	78
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"1998"	79
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"1999"	83
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2000"	88
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2001"	91
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2002"	83
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2003"	84
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2004"	92
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2005"	99
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2006"	109
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2007"	130
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2008"	122
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2009"	130
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2010"	138
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2011"	150
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2012"	163
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2013"	176
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2014"	182
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2015"	200
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2016"	211
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2017"	227
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2018"	241
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2019"	239
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2020"	236
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2021"	239
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2022"	251
"K-3005 Drammen"	"Menn"	"90 år og eldre"	"2023"	244
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"1986"	8559
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"1987"	8483
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"1988"	8422
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"1989"	8359
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"1990"	8267
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"1991"	8157
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"1992"	8075
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"1993"	8059
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"1994"	8109
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"1995"	8226
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"1996"	8319
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"1997"	8377
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"1998"	8558
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"1999"	8683
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2000"	8883
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2001"	9002
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2002"	9185
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2003"	9336
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2004"	9404
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2005"	9525
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2006"	9602
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2007"	9675
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2008"	9810
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2009"	9911
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2010"	10033
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2011"	10119
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2012"	10205
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2013"	10294
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2014"	10291
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2015"	10385
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2016"	10383
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2017"	10462
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2018"	10420
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2019"	10304
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2020"	10308
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2021"	10227
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2022"	10171
"K-3005 Drammen"	"Kvinner"	"0-17 år"	"2023"	10108
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"1986"	16591
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"1987"	16994
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"1988"	17413
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"1989"	17739
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"1990"	17887
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"1991"	18003
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"1992"	18162
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"1993"	18349
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"1994"	18432
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"1995"	18361
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"1996"	18218
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"1997"	18031
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"1998"	18055
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"1999"	18108
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2000"	18141
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2001"	18311
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2002"	18383
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2003"	18497
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2004"	18579
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2005"	18660
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2006"	18784
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2007"	18908
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2008"	19147
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2009"	19506
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2010"	19892
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2011"	20226
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2012"	20461
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2013"	20716
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2014"	20875
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2015"	21056
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2016"	21308
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2017"	21374
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2018"	21428
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2019"	21272
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2020"	21260
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2021"	21306
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2022"	21238
"K-3005 Drammen"	"Kvinner"	"18-49 år"	"2023"	21377
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"1986"	6888
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"1987"	6864
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"1988"	6676
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"1989"	6530
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"1990"	6421
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"1991"	6397
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"1992"	6311
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"1993"	6278
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"1994"	6386
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"1995"	6607
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"1996"	6815
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"1997"	7113
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"1998"	7361
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"1999"	7586
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2000"	7823
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2001"	8024
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2002"	8220
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2003"	8361
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2004"	8541
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2005"	8698
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2006"	8932
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2007"	9155
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2008"	9347
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2009"	9547
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2010"	9741
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2011"	9870
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2012"	9856
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2013"	9881
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2014"	9811
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2015"	9840
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2016"	9933
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2017"	9962
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2018"	10116
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2019"	10294
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2020"	10492
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2021"	10599
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2022"	10762
"K-3005 Drammen"	"Kvinner"	"50-66 år"	"2023"	10947
"K-3005 Drammen"	"Kvinner"	"67-79 år"	"1986"	4844
"K-3005 Drammen"	"Kvinner"	"67-79 år"	"1987"	4845
"K-3005 Drammen"	"Kvinner"	"67-79 år"	"1988"	4946
"K-3005 Drammen"	"Kvinner"	"67-79 år"	"1989"	5027
"K-3005 Drammen"	"Kvinner"	"67-79 år"	"1990"	5057
"K-3005 Drammen"	"Kvinner"	"67-79 år"	"1991"	5036
"K-3005 Drammen"	"Kvinner"	"67-79 år"	"1992"	5071
"K-3005 Drammen"	"Kvinner"	"67-79 år"	"1993"	5033
"K-3005 Drammen"	"Kvinner"	"67-79 år"	"1994"	4942
"K-3005 Drammen"	"Kvinner"	"67-79 år"	"1995"	4886
"K-3005 Drammen"	"Kvinner"	"67-79 år"	"1996"	4799
"K-3005 Drammen"	"Kvinner"	"67-79 år"	"1997"	4753
"K-3005 Drammen"	"Kvinner"	"67-79 år"	"1998"	4629
"K-3005 Drammen"	"Kvinner"	"67-79 år"	"1999"	4556
